cokey,chkey,prcent,slope_r,slope,hzname,depth,awc,clay,silt,sand,OM,dbthirdbar,th33,th1500,bd,lat,lon
19798623,57887886,80.0,3,5,Bt3,66.0,0.11,32.5,6.5,61.0,0.25,1.6,27.3,21.5,-0.257,32.311221,-85.074752
19798623,57887890,80.0,3,5,Cd,91.0,0.09,26.5,7.0,66.5,0.25,1.66,27.3,21.5,-0.2564,32.311221,-85.074752
19655820,57501666,41.0,25,35,A,0.0,0.12,18.0,15.0,67.0,1.25,1.5,20.8,12.3,-0.193,33.727561,-86.281353
19655820,57501667,41.0,25,35,Bt1,18.0,0.1,27.0,15.0,58.0,0.75,1.58,25.1,18.2,-0.2352,33.727561,-86.281353
19655820,57501668,41.0,25,35,Bt2,41.0,0.11,23.0,18.0,59.0,0.25,1.64,22.8,15.2,-0.2116,33.727561,-86.281353
19659530,57507908,45.0,1,2,H1,0.0,0.15,18.0,40.3,41.7,2.0,1.53,27.6,12.5,-0.2607,33.281309,-86.66285400000002
19659530,57507909,45.0,1,2,H2,13.0,0.18,30.0,63.1,6.9,1.5,1.5,32.4,19.7,-0.309,33.281309,-86.66285400000002
19659530,57507910,45.0,1,2,H3,119.0,0.13,20.0,14.9,65.1,0.75,1.5,27.5,12.7,-0.26,33.281309,-86.66285400000002
19728621,57647345,85.0,1,2,H1,0.0,0.2,47.5,47.0,5.5,0.75,1.55,33.4,27.3,-0.3185,32.656432,-88.089673
19728621,57647346,85.0,1,2,H2,13.0,0.19,45.0,28.9,26.1,0.0,1.5,35.9,24.7,-0.344,32.656432,-88.089673
19655969,57502097,85.0,25,30,H1,0.0,0.15,15.5,19.6,64.9,1.75,1.4,16.6,9.4,-0.152,33.453978,-86.183175
19655969,57502098,85.0,25,30,H2,25.0,0.15,25.0,15.0,60.0,0.5,1.5,22.0,14.7,-0.205,33.453978,-86.183175
19655969,57502099,85.0,25,30,H3,89.0,0.14,25.0,15.0,60.0,0.25,1.5,21.3,14.1,-0.198,33.453978,-86.183175
19692541,57575657,60.0,8.5,10,H1,0.0,0.18,18.5,33.5,48.0,2.0,1.33,25.5,11.3,-0.2417,32.758375,-85.85632199999998
19692541,57575658,60.0,8.5,10,H2,13.0,0.17,45.0,28.9,26.1,0.25,1.4,33.5,21.7,-0.321,32.758375,-85.85632199999998
19692541,57575660,60.0,8.5,10,H3,50.0,0.18,30.0,40.0,30.0,0.25,1.38,29.8,16.7,-0.2842,32.758375,-85.85632199999998
19781184,57823534,85.0,35,45,H1,0.0,0.07,17.0,45.0,38.0,0.25,1.6,12.6,5.3,-0.11,33.300846,-87.372389
19781184,57823535,85.0,35,45,H2,13.0,0.07,15.0,15.0,70.0,0.1,1.58,9.3,4.8,-0.0772,33.300846,-87.372389
19659714,57508379,45.0,30,45,A,0.0,0.11,18.4,54.4,27.2,1.5,1.4,24.1,11.2,-0.227,33.804672,-87.222181
19659714,57508376,45.0,30,45,Bt1,8.0,0.13,27.8,56.7,15.5,0.75,1.5,22.1,12.4,-0.206,33.804672,-87.222181
19659714,57508377,45.0,30,45,Bt2,13.0,0.14,35.4,56.1,8.5,0.25,1.45,21.7,13.5,-0.2025,33.804672,-87.222181
19786820,57844635,80.0,3,5,Ap,0.0,0.13,17.5,19.4,63.1,2.0,1.58,23.8,15.4,-0.2222,31.383076000000006,-88.03209
19786820,57844634,80.0,3,5,Bt,18.0,0.16,25.5,28.5,46.0,0.75,1.47,30.4,16,-0.2893,31.383076000000006,-88.03209
19786820,57844633,80.0,3,5,Btv,66.0,0.15,27.5,27.4,45.1,0.3,1.59,25.8,18.6,-0.2421,31.383076000000006,-88.03209
19654120,57498214,35.0,20,45,A,0.0,0.13,11.0,15.0,74.0,1.25,1.49,17.1,8.1,-0.1561,34.101221,-87.373908
19654120,57498215,35.0,20,45,Bw,15.0,0.12,13.0,13.0,74.0,0.25,1.6,14.2,6.9,-0.126,34.101221,-87.373908
19875475,58176739,80.0,4,8,A,0.0,0.13,10.0,26.5,63.5,0.25,1.25,14.9,5.7,-0.1365,34.532776,-109.54854
19875475,58176740,80.0,4,8,Bk,5.0,0.13,17.5,39.5,43.0,0.25,1.25,20.7,7.5,-0.1945,34.532776,-109.54854
19978009,58544911,50.0,12,20,A,0.0,0.11,11.5,26.0,62.5,1.5,1.43,9.3,4.6,-0.07870001,31.899797,-109.88967
19978009,58544912,50.0,12,20,Bt,3.0,0.15,47.5,29.2,23.3,0.75,1.23,38.7,23.2,-0.3747,31.899797,-109.88967
19978009,58544913,50.0,12,20,Btk,38.0,0.11,30.0,14.5,55.5,0.25,1.33,18.8,12.9,-0.1747,31.899797,-109.88967
19978009,58544914,50.0,12,20,Bk1,53.0,0.09,13.0,19.6,67.4,0.25,1.43,13.2,6,-0.1177,31.899797,-109.88967
19978009,58544915,50.0,12,20,Bk2,69.0,0.07,13.0,19.6,67.4,0.25,1.43,10.1,4.6,-0.0867,31.899797,-109.88967
19978674,58546347,40.0,20,25,A,0.0,0.08,30.0,14.5,55.5,3.0,1.33,13.6,10.2,-0.1227,33.34872,-109.9209
19978674,58546348,40.0,20,25,Bt1,5.0,0.08,42.0,29.6,28.4,3.0,1.25,13.9,8.6,-0.1265,33.34872,-109.9209
19978674,58546349,40.0,20,25,Bt2,25.0,0.08,60.0,27.9,12.1,2.0,1.25,24.4,18.3,-0.2315,33.34872,-109.9209
19978674,58546350,40.0,20,25,Btk1,71.0,0.08,46.0,30.0,24.0,0.5,1.25,15.5,9.1,-0.1425,33.34872,-109.9209
19978674,58546346,40.0,20,25,Btk2,114.0,0.06,30.0,36.5,33.5,0.3,1.33,9.2,5,-0.0787,33.34872,-109.9209
19878537,58187350,45.0,4,7,A,0.0,0.06,12.5,19.6,67.9,0.25,1.42,8.4,3.8,-0.0698,33.585915,-111.80372
19878537,58187351,45.0,4,7,Bk,3.0,0.08,18.0,16.9,65.1,0.25,1.32,9.9,5.1,-0.0858,33.585915,-111.80372
19979391,58548159,45.0,12,20,A1,0.0,0.05,20.0,37.0,43.0,1.5,1.33,3.6,1.6,-0.0227,35.58622800000001,-113.73256
19979391,58548158,45.0,12,20,A2,3.0,0.07,32.0,33.2,34.8,0.75,1.38,9.4,5.6,-0.08019999,35.58622800000001,-113.73256
19979391,58548160,45.0,12,20,Bt,5.0,0.15,45.0,31.7,23.3,0.75,1.23,37.3,21.5,-0.3607,35.58622800000001,-113.73256
20238395,59380393,85.0,15,35,A,0.0,0.09,10.0,21.5,68.5,0.2,1.5,9.0,3.8,-0.075,35.342849,-110.21968
20238395,59380392,85.0,15,35,Bk,8.0,0.09,10.0,23.1,66.9,0.2,1.5,8.8,3.6,-0.073,35.342849,-110.21968
20238994,59381697,75.0,1,2,A,0.0,0.11,11.0,23.0,66.0,0.75,1.43,16.1,7.1,-0.1467,32.153286,-111.12661
20238994,59381698,75.0,1,2,A,5.0,0.16,20.0,37.9,42.1,0.25,1.45,25.9,11.2,-0.2445,32.153286,-111.12661
20238994,59381699,75.0,1,2,Bt,36.0,0.14,50.0,27.9,22.1,0.25,1.35,38.4,25.9,-0.3705,32.153286,-111.12661
20238994,59381700,75.0,1,2,Btk,79.0,0.11,27.5,17.4,55.1,0.25,1.4,18.8,12.6,-0.174,32.153286,-111.12661
20239687,59382937,40.0,11.5,20,A,0.0,0.07,10.0,23.1,66.9,0.75,1.43,7.4,3.1,-0.0597,33.081502,-111.21307
20239687,59382936,40.0,11.5,20,Bk,3.0,0.04,15.0,19.1,65.9,0.25,1.43,5.2,2.6,-0.0377,33.081502,-111.21307
19889229,58221721,60.0,40,50,A,0.0,0.09,20.0,37.9,42.1,1.5,1.33,15.5,6.9,-0.1417,31.576539,-110.84024
19875509,58176804,85.0,14,25,H1,0.0,0.09,12.5,19.6,67.9,2.0,1.5,15.8,8.3,-0.143,34.531490999999995,-112.15546
19875509,58176805,85.0,14,25,H2,5.0,0.11,30.0,30.0,40.0,2.0,1.43,22.9,14.1,-0.2147,34.531490999999995,-112.15546
19880459,58194689,100.0,1,1,Ap,0.0,0.15,52.5,29.3,18.2,0.75,1.22,43.1,27.6,-0.4188,32.805624,-114.50453
19880459,58194690,100.0,1,1,C1,30.0,0.15,52.5,29.3,18.2,0.25,1.22,43.1,27.1,-0.4188,32.805624,-114.50453
19880459,58194691,100.0,1,1,2C2,71.0,0.06,7.5,1.8,90.7,0.25,1.52,12.2,5.4,-0.1068,32.805624,-114.50453
20329771,59657882,75.0,0.5,1,Ap,0.0,0.2,16.5,54.0,29.5,1.75,1.43,27.3,11.8,-0.2587,34.237059,-91.266145
20329771,59657886,75.0,0.5,1,E,23.0,0.2,16.5,54.0,29.5,0.75,1.43,26.2,10.4,-0.2477,34.237059,-91.266145
20329771,59657883,75.0,0.5,1,Bt1,38.0,0.18,45.0,47.8,7.2,0.55,1.48,32.5,25.3,-0.3102,34.237059,-91.266145
20329771,59657884,75.0,0.5,1,Bt2,53.0,0.18,39.0,53.9,7.1,0.55,1.48,35.0,23.8,-0.3352,34.237059,-91.266145
20329771,59657885,75.0,0.5,1,Btg,69.0,0.2,26.0,51.1,22.9,0.25,1.45,30.0,15.4,-0.2855,34.237059,-91.266145
20329872,59658002,95.0,0.5,1,A,0.0,0.17,15.0,71.0,14.0,1.75,1.45,26.4,10.9,-0.2495,33.209318,-91.938769
20329872,59658004,95.0,0.5,1,Eg,8.0,0.17,12.5,73.2,14.3,0.75,1.45,23.8,8.2,-0.2235,33.209318,-91.938769
20329872,59658001,95.0,0.5,1,Btg1,61.0,0.17,28.0,64.7,7.3,0.75,1.45,30.8,17,-0.2935,33.209318,-91.938769
20329872,59658003,95.0,0.5,1,Btg2,102.0,0.17,23.5,69.5,7.0,0.25,1.45,28.6,13.8,-0.2715,33.209318,-91.938769
20329872,59658005,95.0,0.5,1,Cg,142.0,0.17,28.0,64.5,7.5,0.25,1.45,30.4,16.3,-0.2895,33.209318,-91.938769
20330017,59658417,90.0,2,3,Ap,0.0,0.23,9.5,76.1,14.4,4.5,1.3,26.3,10.6,-0.25,36.282447,-92.416539
20330017,59658416,90.0,2,3,Bt1,13.0,0.19,30.5,63.0,6.5,0.4,1.53,32.1,19,-0.3057,36.282447,-92.416539
20330017,59658418,90.0,2,3,2Btx,64.0,0.02,22.5,67.2,10.3,0.2,1.75,15.0,7.9,-0.1325,36.282447,-92.416539
20330017,59658419,90.0,2,3,3Bt2,127.0,0.06,56.5,25.3,18.2,0.2,1.5,26.1,21.6,-0.246,36.282447,-92.416539
20330105,59658710,90.0,30,40,A,2.0,0.14,10.2,68.1,21.7,4.8,1.18,18.0,7.1,-0.1682,36.311546,-94.202855
20330105,59658711,90.0,30,40,E,10.0,0.11,10.0,77.7,12.3,1.5,1.45,13.0,4.3,-0.1155,36.311546,-94.202855
20330105,59658712,90.0,30,40,BE,30.0,0.1,27.8,53.7,18.5,0.5,1.45,15.6,8.4,-0.1415,36.311546,-94.202855
20330105,59658713,90.0,30,40,2Bt,56.0,0.06,53.6,41.9,4.5,0.5,1.33,19.0,16.1,-0.1767,36.311546,-94.202855
20330155,59658876,90.0,35,50,A,2.0,0.15,11.3,67.5,21.2,3.6,1.2,16.5,6.2,-0.153,36.323756,-93.068337
20330155,59658875,90.0,35,50,E,15.0,0.15,11.2,65.8,23.0,1.2,1.43,15.8,5.3,-0.1437,36.323756,-93.068337
20330155,59658880,90.0,35,50,Bt1,36.0,0.12,14.6,59.9,25.5,0.9,1.5,14.8,5.8,-0.133,36.323756,-93.068337
20330155,59658878,90.0,35,50,Bt2,53.0,0.05,31.7,42.3,26.0,0.5,1.55,11.6,7.3,-0.1005,36.323756,-93.068337
20330155,59658879,90.0,35,50,2Bt3,147.0,0.06,52.0,19.5,28.5,0.2,1.45,23.6,17.7,-0.2215,36.323756,-93.068337
20330295,59659272,80.0,0.5,1,A,0.0,0.17,14.0,26.4,59.6,1.25,1.4,20.2,10.7,-0.188,33.357102000000005,-92.167869
20330295,59659271,80.0,0.5,1,Bt1,20.0,0.21,26.5,19.7,53.8,0.5,1.48,25.0,17.1,-0.2352,33.357102000000005,-92.167869
20330295,59659270,80.0,0.5,1,Bt2,91.0,0.19,31.0,62.3,6.7,0.25,1.45,31.9,18.3,-0.3045,33.357102000000005,-92.167869
20338125,59679926,90.0,0.5,1,A,0.0,0.17,15.0,71.0,14.0,1.75,1.45,26.4,10.9,-0.2495,33.482537,-92.545659
20338125,59679927,90.0,0.5,1,Eg,8.0,0.17,12.5,73.2,14.3,0.75,1.45,23.8,8.2,-0.2235,33.482537,-92.545659
20338125,59679928,90.0,0.5,1,Btg1,61.0,0.17,28.0,64.7,7.3,0.75,1.45,30.8,17,-0.2935,33.482537,-92.545659
20338125,59679929,90.0,0.5,1,Btg2,102.0,0.17,23.5,69.5,7.0,0.25,1.45,28.6,13.8,-0.2715,33.482537,-92.545659
20338125,59679925,90.0,0.5,1,Cg,142.0,0.17,28.0,64.5,7.5,0.25,1.45,30.4,16.3,-0.2895,33.482537,-92.545659
20330375,59659418,55.0,14,20,A,2.0,0.11,18.0,58.0,24.0,5.0,1.15,13.9,6.6,-0.1275,36.352995,-93.624379
20330375,59659419,55.0,14,20,E,18.0,0.11,18.0,54.0,28.0,1.0,1.25,12.5,4.9,-0.1125,36.352995,-93.624379
20330375,59659422,55.0,14,20,2Bt1,22.0,0.08,58.0,30.0,12.0,1.7,1.4,28.4,23.3,-0.27,36.352995,-93.624379
20330375,59659421,55.0,14,20,2Bt2,36.0,0.1,65.0,27.0,8.0,1.7,1.25,39.3,31,-0.3805,36.352995,-93.624379
20330486,59659749,85.0,1,3,A,0.0,0.11,50.0,27.9,22.1,2.25,1.35,40.0,29.1,-0.3865,33.309295,-91.202008
20330486,59659748,85.0,1,3,Bssg,23.0,0.11,75.0,23.2,1.8,0.25,1.35,44.0,40.2,-0.4265,33.309295,-91.202008
20330486,59659747,85.0,1,3,Bssyg,107.0,0.17,57.5,26.3,16.2,0.25,1.45,39.1,31.6,-0.3765,33.309295,-91.202008
20330661,59660005,100.0,5,8,Ap,0.0,0.13,14.0,19.9,66.1,2.0,1.35,20.0,10.7,-0.1865,33.984602,-93.153341
20330661,59660006,100.0,5,8,Bt,8.0,0.14,70.0,21.1,8.9,0.75,1.15,46.9,35,-0.4575,33.984602,-93.153341
20330661,59660004,100.0,5,8,C,109.0,0.08,60.0,27.9,12.1,0.25,1.25,42.1,30.1,-0.4085,33.984602,-93.153341
20330837,59660382,100.0,10,12,Ap,0.0,0.22,13.0,78.7,8.3,1.25,1.41,24.8,9,-0.2339,36.363623,-90.368393
20330837,59660383,100.0,10,12,BE,10.0,0.22,20.0,73.6,6.4,0.75,1.43,27.8,12.4,-0.2637,36.363623,-90.368393
20330837,59660384,100.0,10,12,Bt,22.0,0.21,28.0,70.0,2.0,0.5,1.44,30.9,16.8,-0.2946,36.363623,-90.368393
20330837,59660385,100.0,10,12,Btx1,69.0,0.1,28.0,70.0,2.0,0.1,1.52,31.2,17.2,-0.2968,36.363623,-90.368393
20330837,59660386,100.0,10,12,Btx2,105.0,0.1,22.5,75.3,2.2,0.1,1.5,28.8,13.6,-0.273,36.363623,-90.368393
20330837,59660387,100.0,10,12,BC,132.0,0.1,17.5,74.9,7.6,0.1,1.42,25.8,10.1,-0.2438,36.363623,-90.368393
20330943,59660701,55.0,5,8,A,0.0,0.12,13.0,20.1,66.9,1.25,1.45,14.5,7.5,-0.1305,35.521628,-92.032753
20330943,59660702,55.0,5,8,BA,10.0,0.11,13.0,41.6,45.4,0.75,1.45,17.9,6.3,-0.1645,35.521628,-92.032753
20330943,59660703,55.0,5,8,Bt,20.0,0.08,22.5,37.7,39.8,0.25,1.45,14.1,6.6,-0.1265,35.521628,-92.032753
20331019,59660865,90.0,0.5,1,A,0.0,0.21,20.5,68.1,11.4,1.25,1.53,29.3,14.3,-0.2777,33.881635,-92.269829
20331019,59660867,90.0,0.5,1,Eg,25.0,0.21,20.5,68.1,11.4,0.75,1.53,28.7,13.6,-0.2717,33.881635,-92.269829
20331019,59660866,90.0,0.5,1,Btg,50.0,0.21,28.0,65.0,7.0,0.5,1.53,31.6,17.8,-0.3007,33.881635,-92.269829
20331121,59661014,85.0,0.5,1,A,0.0,0.15,10.0,22.0,68.0,2.0,1.42,17.6,8.5,-0.1618,33.265492,-93.251648
20331121,59661015,85.0,0.5,1,Ag,13.0,0.15,10.0,22.0,68.0,2.0,1.42,17.6,8.5,-0.1618,33.265492,-93.251648
20331121,59661016,85.0,0.5,1,Cg,25.0,0.15,10.0,23.0,67.0,0.55,1.51,14.7,6.2,-0.1319,33.265492,-93.251648
20331205,59661187,90.0,1,2,Ap,0.0,0.23,12.0,66.0,22.0,1.25,1.35,23.5,8,-0.2215,35.211955,-92.672688
20331205,59661189,90.0,1,2,BE,15.0,0.21,19.0,59.0,22.0,0.3,1.4,26.3,10.9,-0.249,35.211955,-92.672688
20331205,59661188,90.0,1,2,Bw,32.0,0.21,23.0,58.0,19.0,0.3,1.4,28.0,13,-0.266,35.211955,-92.672688
20331205,59661190,90.0,1,2,2Btx/E,61.0,0.05,28.0,58.0,14.0,0.3,1.57,30.4,17.2,-0.2883,35.211955,-92.672688
20331205,59661192,90.0,1,2,2Btx,99.0,0.05,28.0,58.0,14.0,0.3,1.58,30.4,17.3,-0.2882,35.211955,-92.672688
20331205,59661191,90.0,1,2,3Bt,149.0,0.11,35.0,47.0,18.0,0.25,1.48,29.9,18.8,-0.2842,35.211955,-92.672688
20331347,59661568,50.0,15,20,A,0.0,0.21,19.5,68.9,11.6,2.0,1.3,27.6,12.4,-0.263,35.861756,-90.684994
20331347,59661570,50.0,15,20,Bt,13.0,0.21,30.0,63.1,6.9,0.75,1.33,30.2,16.4,-0.2887,35.861756,-90.684994
20331347,59661569,50.0,15,20,2C,99.0,0.09,25.0,20.1,54.9,0.25,1.33,12.6,7.6,-0.1127,35.861756,-90.684994
20331453,59661818,100.0,14,20,A,0.0,0.09,15.0,19.6,65.4,3.0,1.38,16.0,9.5,-0.1462,35.520022,-94.194538
20331453,59661816,100.0,14,20,BA,5.0,0.13,22.0,35.0,43.0,1.5,1.38,22.0,9.4,-0.2062,35.520022,-94.194538
20331453,59661817,100.0,14,20,Bt,33.0,0.15,41.0,35.7,23.3,0.5,1.3,34.8,21.9,-0.335,35.520022,-94.194538
20331453,59661815,100.0,14,20,BC,122.0,0.13,50.0,27.9,22.1,0.25,1.33,34.9,23.2,-0.3357,35.520022,-94.194538
20331563,59662025,85.0,0.5,1,Ap,0.0,0.18,57.5,40.7,1.8,2.0,1.5,37.8,33.8,-0.363,35.165408,-90.239792
20331563,59662024,85.0,0.5,1,Bg,10.0,0.18,55.0,27.9,17.1,0.5,1.5,37.4,30.7,-0.359,35.165408,-90.239792
20331563,59662023,85.0,0.5,1,2C,74.0,0.16,21.0,18.5,60.5,0.25,1.45,22.5,13.8,-0.2105,35.165408,-90.239792
20338184,59680039,90.0,0.5,1,A,0.0,0.22,16.0,70.1,13.9,2.25,1.5,28.1,12.8,-0.266,33.952376,-92.66644
20338184,59680041,90.0,0.5,1,Eg,8.0,0.22,16.0,70.1,13.9,2.25,1.5,28.1,12.8,-0.266,33.952376,-92.66644
20338184,59680038,90.0,0.5,1,Btg,48.0,0.19,27.5,65.4,7.1,0.75,1.53,31.6,17.9,-0.3007,33.952376,-92.66644
20338184,59680040,90.0,0.5,1,Cg,183.0,0.19,27.5,65.4,7.1,0.75,1.53,31.6,17.9,-0.3007,33.952376,-92.66644
20331777,59662383,40.0,1,3,Ap,0.0,0.15,50.0,48.2,1.8,2.25,1.35,40.0,29.1,-0.3865,33.871417,-91.165695
20331777,59662382,40.0,1,3,Bssg,13.0,0.11,75.0,23.2,1.8,0.25,1.35,44.0,40.2,-0.4265,33.871417,-91.165695
20331777,59662381,40.0,1,3,Bssyg,76.0,0.15,57.5,26.3,16.2,0.25,1.43,39.6,31.5,-0.3817,33.871417,-91.165695
20331833,59662460,95.0,2,3,Ap,0.0,0.24,12.5,73.2,14.3,1.25,1.5,25.1,9.3,-0.236,33.57093,-91.771393
20331833,59662461,95.0,2,3,Bt,15.0,0.22,29.0,64.0,7.0,0.25,1.48,31.4,17.5,-0.2992,33.57093,-91.771393
20331833,59662462,95.0,2,3,2Bt,79.0,0.14,50.0,38.0,12.0,0.1,1.44,36.8,27.6,-0.3536,33.57093,-91.771393
20331988,59662763,85.0,2,3,Ap,0.0,0.11,12.5,20.2,67.3,1.75,1.45,17.7,9.3,-0.1625,35.131944,-92.395474
20331988,59662766,85.0,2,3,E,10.0,0.13,19.0,17.1,63.9,1.25,1.45,20.2,12.4,-0.1875,35.131944,-92.395474
20331988,59662764,85.0,2,3,Bt1,36.0,0.14,26.5,17.7,55.8,0.5,1.45,21.8,14.8,-0.2035,35.131944,-92.395474
20331988,59662765,85.0,2,3,Bt2,61.0,0.14,25.0,18.0,57.0,0.5,1.45,21.3,14,-0.1985,35.131944,-92.395474
20332123,59663173,85.0,5,8,Ap,0.0,0.11,12.5,20.2,67.3,1.75,1.45,17.7,9.3,-0.1625,35.463598,-93.925132
20332123,59663176,85.0,5,8,E,10.0,0.13,19.0,17.1,63.9,1.25,1.45,20.2,12.4,-0.1875,35.463598,-93.925132
20332123,59663174,85.0,5,8,Bt1,36.0,0.14,26.5,17.7,55.8,0.5,1.45,21.8,14.8,-0.2035,35.463598,-93.925132
20332123,59663175,85.0,5,8,Bt2,61.0,0.14,25.0,18.0,57.0,0.5,1.45,21.3,14,-0.1985,35.463598,-93.925132
20332264,59663578,45.0,5,8,A,0.0,0.11,18.5,54.4,27.1,1.75,1.45,13.9,6.4,-0.1245,36.38652,-91.767264
20332264,59663579,45.0,5,8,Bt1,23.0,0.11,40.0,20.1,39.9,0.75,1.43,13.5,8.2,-0.1207,36.38652,-91.767264
20332264,59663580,45.0,5,8,Bt2,58.0,0.1,72.5,19.3,8.2,0.55,1.33,36.5,32.2,-0.3517,36.38652,-91.767264
20332322,59663718,50.0,30,40,A,0.0,0.13,20.5,37.5,42.0,1.25,1.45,19.6,9.2,-0.1815,34.54218,-93.069262
20332322,59663720,50.0,30,40,Bt1,13.0,0.15,39.0,43.2,17.8,0.25,1.58,32.3,22.7,-0.3072,34.54218,-93.069262
20332322,59663721,50.0,30,40,Bt2,28.0,0.13,52.5,44.4,3.1,0.25,1.48,31.4,26.6,-0.2992,34.54218,-93.069262
20332322,59663719,50.0,30,40,BC,81.0,0.1,52.5,44.4,3.1,0.25,1.48,27.4,23.2,-0.2592,34.54218,-93.069262
20332427,59663930,90.0,5,8,Ap,0.0,0.13,11.0,21.0,68.0,1.25,1.5,18.0,8.6,-0.165,34.272325,-92.422844
20332427,59663934,90.0,5,8,E,10.0,0.13,11.0,21.0,68.0,0.75,1.5,17.4,7.9,-0.159,34.272325,-92.422844
20332427,59663931,90.0,5,8,Bt1,38.0,0.13,13.0,41.6,45.4,0.25,1.73,26.3,16.4,-0.2457,34.272325,-92.422844
20332427,59663933,90.0,5,8,Bt3,122.0,0.06,11.0,21.0,68.0,0.25,1.75,12.3,7.9,-0.1055,34.272325,-92.422844
20332580,59664375,80.0,5,8,A1,0.0,0.22,15.0,81.0,4.0,1.5,1.4,26.1,10.4,-0.247,36.09790200000001,-90.528551
20332580,59664376,80.0,5,8,A2,10.0,0.22,15.0,81.0,4.0,1.5,1.4,26.1,10.4,-0.247,36.09790200000001,-90.528551
20332580,59664379,80.0,5,8,Bt1,28.0,0.21,26.0,72.2,1.8,0.55,1.4,29.9,15.2,-0.285,36.09790200000001,-90.528551
20332580,59664380,80.0,5,8,Bt2,53.0,0.21,26.0,72.2,1.8,0.55,1.4,29.9,15.2,-0.285,36.09790200000001,-90.528551
20332580,59664377,80.0,5,8,Bt3,94.0,0.22,28.0,70.0,2.0,0.3,1.4,30.5,16.1,-0.291,36.09790200000001,-90.528551
20332580,59664378,80.0,5,8,Bt4,130.0,0.22,28.0,70.0,2.0,0.3,1.4,30.5,16.1,-0.291,36.09790200000001,-90.528551
20332661,59664569,90.0,0.5,1,Ap,0.0,0.16,13.5,41.5,45.0,3.0,1.53,28.0,12.6,-0.2647,33.732289,-93.750977
20332661,59664571,90.0,0.5,1,"Bw1,Bw2,Bg",18.0,0.17,24.0,36.9,39.1,0.75,1.48,29.9,15.2,-0.2842,33.732289,-93.750977
20332661,59664570,90.0,0.5,1,"C1g,C2g",107.0,0.17,28.5,37.3,34.2,0.25,1.48,31.8,18,-0.3032,33.732289,-93.750977
20407280,59901391,35.0,5,8,A,0.0,0.11,15.0,19.6,65.4,1.25,1.45,18.5,9.6,-0.1705,34.308316999999995,-92.994322
20407280,59901392,35.0,5,8,BE,13.0,0.11,18.5,14.2,67.3,0.75,1.45,17.8,9.9,-0.1635,34.308316999999995,-92.994322
20407280,59901390,35.0,5,8,Bt,25.0,0.15,25.0,36.5,38.5,0.35,1.43,25.1,12.5,-0.2367,34.308316999999995,-92.994322
20332783,59664797,95.0,14,20,A,0.0,0.13,13.5,20.0,66.5,1.25,1.5,19.1,10.2,-0.176,34.000915,-94.016134
20332783,59664793,95.0,14,20,BA,10.0,0.13,13.5,20.0,66.5,0.75,1.5,18.5,9.5,-0.17,34.000915,-94.016134
20332783,59664796,95.0,14,20,"Bt1,Bt2",20.0,0.15,42.5,7.7,49.8,0.75,1.4,30.3,22.8,-0.289,34.000915,-94.016134
20332783,59664795,95.0,14,20,C1,66.0,0.08,22.5,14.4,63.1,0.25,1.5,21.8,13.6,-0.203,34.000915,-94.016134
20332783,59664794,95.0,14,20,C2,163.0,0.08,22.5,14.4,63.1,0.25,1.5,21.8,13.6,-0.203,34.000915,-94.016134
20332863,59664934,100.0,10,12,Ap,0.0,0.13,13.5,20.0,66.5,1.75,1.48,19.9,10.9,-0.1842,35.758128,-91.422556
20332863,59664935,100.0,10,12,E,10.0,0.18,17.5,15.3,67.2,0.75,1.48,20.3,11.4,-0.1882,35.758128,-91.422556
20332863,59664936,100.0,10,12,Bt1,30.0,0.2,26.5,17.7,55.8,0.25,1.48,23.7,16.1,-0.2222,35.758128,-91.422556
20332863,59664937,100.0,10,12,Bt2,107.0,0.14,30.0,14.5,55.5,0.25,1.48,25.1,18.1,-0.2362,35.758128,-91.422556
20333052,59665543,100.0,14,20,A,0.0,0.1,12.5,20.2,67.3,2.0,1.4,17.1,8.9,-0.157,36.057152,-91.953403
20333052,59665544,100.0,14,20,BA,18.0,0.15,22.5,17.9,59.6,0.75,1.4,22.0,13.6,-0.206,36.057152,-91.953403
20333052,59665545,100.0,14,20,Bt,30.0,0.16,45.0,28.9,26.1,0.25,1.25,39.4,22.7,-0.3815,36.057152,-91.953403
20333129,59665737,90.0,2,3,A,0.0,0.18,18.5,69.8,11.7,1.25,1.5,28.2,12.8,-0.267,35.680856,-91.268555
20333129,59665739,90.0,2,3,Btg,30.0,0.18,28.0,64.7,7.3,0.75,1.5,31.6,17.8,-0.301,35.680856,-91.268555
20333129,59665738,90.0,2,3,C,107.0,0.18,21.5,67.3,11.2,0.25,1.5,28.5,13.2,-0.27,35.680856,-91.268555
20338215,59680087,60.0,1.5,3,Ap,0.0,0.17,45.0,53.2,1.8,2.0,1.35,39.0,26.2,-0.3765,34.20843,-91.724186
20338215,59680084,60.0,1.5,3,Bw,10.0,0.17,40.0,28.8,31.2,1.5,1.38,31.3,23.2,-0.2992,34.20843,-91.724186
20338215,59680085,60.0,1.5,3,2C1,46.0,0.16,17.5,14.4,68.1,0.75,1.45,21.3,12.2,-0.1985,34.20843,-91.724186
20338215,59680086,60.0,1.5,3,2C2,107.0,0.09,9.0,9.2,81.8,0.25,1.48,15.7,6.3,-0.1422,34.20843,-91.724186
20333221,59666006,95.0,2,3,A,0.0,0.18,18.5,69.8,11.7,1.25,1.38,27.3,11.8,-0.2592,35.47645,-93.496521
